emp_title,emp_length,home_ownership,annual_inc,verification_status,addr_state,avg_cur_bal,Tot_cur_bal,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,pymnt_plan,type,purpose,description
President,4 years,MORTGAGE,260000,Verified,FL,38651,502469,Fully Paid,20000,FL,20000, 36 months,0.0532,602.29999,A,false,INDIVIDUAL,car,Car financing
Physician,< 1 year,RENT,213000,Source Verified,TX,17805,356108,Fully Paid,28000,TX,28000, 36 months,0.1333,947.89001,C,false,Individual,debt_consolidation,Debt consolidation
Univeristy of Colorado Hospital,1 year,RENT,57000,Verified,CO,9206,73645,Fully Paid,15000,CO,15000, 60 months,0.2489,439.31,G,false,INDIVIDUAL,debt_consolidation,Debt Consolidation
"Peters, Woodring & Quast, LLC",9 years,MORTGAGE,63000,Verified,MD,22558,293252,Fully Paid,17000,MD,17000, 36 months,0.0603,517.40997,A,false,INDIVIDUAL,debt_consolidation,Debt payoff
Meeting and Event Planner,5 years,RENT,85000,Not Verified,FL,1489,7447,Current,10000,FL,10000, 36 months,0.0739,310.56,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Counselor,10+ years,MORTGAGE,69000,Not Verified,TX,6849,89038,Current,15000,TX,15000, 60 months,0.0881,310,A,false,Individual,credit_card,Credit card refinancing
Lecturer,10+ years,MORTGAGE,96000,Source Verified,CA,32324,387890,Charged Off,32975,CA,32975, 36 months,0.1299,1110.9,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Resident Physician,4 years,RENT,60000,Source Verified,PA,11409,376500,Current,21000,PA,21000, 60 months,0.0789,424.70001,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Registered Nurse,2 years,RENT,75000,Source Verified,GA,6236,99780,Current,11000,GA,11000, 36 months,0.1199,365.31,B,false,Individual,debt_consolidation,Debt consolidation
Teacher,10+ years,MORTGAGE,79236,Source Verified,NE,17015,238215,Fully Paid,17000,NE,17000, 36 months,0.1259,569.45001,C,false,Individual,debt_consolidation,Debt consolidation
Owner,4 years,RENT,30000,Source Verified,FL,10554,31662,Current,5700,FL,5700, 36 months,0.1602,200.46001,C,false,Individual,small_business,Business
Director,9 years,MORTGAGE,275000,Verified,NY,23118,277417,Current,18000,NY,18000, 36 months,0.0819,565.64001,A,false,Individual,debt_consolidation,Debt consolidation
RN Case Manager,3 years,MORTGAGE,75000,Verified,MS,4556,59232,Current,10400,MS,10400, 36 months,0.0993,335.23999,B,false,Individual,home_improvement,Home improvement
RN,10+ years,MORTGAGE,80000,Not Verified,FL,11632,139589,Current,20000,FL,20000, 36 months,0.0683,615.98999,A,false,Individual,credit_card,Credit card refinancing
Machinist ,9 years,MORTGAGE,54000,Verified,TX,22706,90823,Current,2650,TX,2650, 36 months,0.1149,87.379997,B,false,INDIVIDUAL,other,Other
Bookkeeper ,3 years,OWN,23468,Source Verified,FL,1337,6686,Current,4000,FL,4000, 36 months,0.0958,128.28999,B,false,Individual,credit_card,Credit card refinancing
Branch Banker III,8 years,RENT,85000,Not Verified,NC,2000,18002,Current,25000,NC,25000, 60 months,0.1349,575.12,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
City letter carrier,10+ years,MORTGAGE,64500,Source Verified,LA,8352,66818,Current,10000,LA,10000, 36 months,0.1308,337.32999,B,false,Individual,credit_card,Credit card refinancing
Sales rep,10+ years,RENT,75000,Source Verified,CA,2475,29701,Current,14000,CA,14000, 36 months,0.0697,432.09,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Medical Disabilty Case Processing Spec.,10+ years,RENT,33820,Not Verified,FL,1800,19795,Current,20000,FL,20000, 60 months,0.124,448.95001,B,false,Individual,debt_consolidation,Debt consolidation
Supervisor,10+ years,RENT,68281,Source Verified,NY,4597,96530,Current,31900,NY,31900, 36 months,0.1524,1109.58,C,false,Individual,debt_consolidation,Debt consolidation
Registered Nurse,< 1 year,MORTGAGE,51000,Not Verified,MI,11185,167772,Current,14000,MI,14000, 36 months,0.1505,485.66,C,false,Joint App,debt_consolidation,Debt consolidation
attorney,3 years,MORTGAGE,90000,Verified,CT,26025,312299,Current,12000,CT,12000, 60 months,0.1499,285.42001,C,false,INDIVIDUAL,other,Other
Maintenance,10+ years,RENT,50000,Not Verified,NY,1432,11452,Current,7000,NY,7000, 36 months,0.1359,237.86,C,false,Individual,vacation,Vacation
Associate,< 1 year,RENT,12000,Source Verified,FL,1075,6447,Fully Paid,1000,FL,1000, 36 months,0.1999,37.16,E,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Medical Support Assistant,9 years,OWN,41830,Not Verified,NM,7222,115549,Current,35000,NM,35000, 36 months,0.1452,1205.08,C,false,Joint App,debt_consolidation,Debt consolidation
department manager,10+ years,MORTGAGE,45000,Verified,IN,14170,113357,Current,8000,IN,8000, 36 months,0.1602,281.34,C,false,Individual,debt_consolidation,Debt consolidation
Distribution Water Quality Specialist,10+ years,MORTGAGE,80000,Not Verified,IN,15106,151059,Current,16800,IN,16800, 36 months,0.1047,545.81,B,false,Individual,debt_consolidation,Debt consolidation
Senior analyst,3 years,RENT,107000,Source Verified,MA,3390,40682,In Grace Period,35000,MA,35000, 60 months,0.1259,789.03998,C,false,Individual,credit_card,Credit card refinancing
Service Manager and Assistance Manger,3 years,MORTGAGE,74000,Source Verified,MS,29103,174615,Current,25000,MS,25000, 60 months,0.1797,634.42999,D,false,Joint App,home_improvement,Home improvement
Specialist,1 year,RENT,80000,Source Verified,OR,3397,64540,Fully Paid,8000,OR,8000, 36 months,0.1602,281.34,C,false,Individual,debt_consolidation,Debt consolidation
Manager,7 years,RENT,114200,Verified,NJ,5262,73668,Fully Paid,28600,NJ,28600, 60 months,0.1167,631.44,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Assembly ,< 1 year,MORTGAGE,38000,Source Verified,SC,17388,139105,Current,10000,SC,10000, 36 months,0.0975,321.5,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
HR/ Accounting,2 years,RENT,82000,Source Verified,NJ,3554,88860,Current,3000,NJ,3000, 36 months,0.0846,94.650002,A,false,Individual,credit_card,Credit card refinancing
RN,< 1 year,RENT,56000,Source Verified,FL,5272,73804,Charged Off,15000,FL,15000, 60 months,0.1599,364.70001,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Administrative Assistant,9 years,MORTGAGE,30337,Source Verified,GA,531,3186,Current,7000,GA,7000, 36 months,0.0721,216.82001,A,false,Individual,car,Car financing
CORRECTIONAL OFFICER 11,10+ years,MORTGAGE,100000,Not Verified,MD,16845,185292,Current,30000,MD,30000, 36 months,0.0881,951.34998,A,false,Individual,house,Home buying
Fingerprint Specialist,5 years,RENT,102100,Source Verified,CA,3971,35737,Fully Paid,16000,CA,16000, 60 months,0.1099,347.79999,B,false,Individual,credit_card,Credit card refinancing
correctional officer ,8 years,MORTGAGE,85000,Verified,CA,20476,327614,Charged Off,35000,CA,35000, 60 months,0.3099,1153.75,G,false,INDIVIDUAL,debt_consolidation,Debt consolidation
School Adm Assistant,10+ years,MORTGAGE,98000,Not Verified,CA,53757,430053,Fully Paid,15000,CA,15000, 36 months,0.0734,465.5,A,false,Individual,home_improvement,Home improvement
Customer service,10+ years,MORTGAGE,67400,Not Verified,CA,35415,283320,Current,16000,CA,16000, 36 months,0.0646,490.10001,A,false,Individual,credit_card,Credit card refinancing
head custodian,10+ years,MORTGAGE,115000,Verified,NJ,29996,299960,Charged Off,35000,NJ,35000, 36 months,0.1561,1223.77,C,false,INDIVIDUAL,debt_consolidation,consolidation
Tech Lead Engineer,10+ years,RENT,175000,Source Verified,CA,6018,96295,Current,40000,CA,40000, 36 months,0.0881,1268.46,A,false,Individual,debt_consolidation,Debt consolidation
Marketing Coordinator,4 years,RENT,38480,Not Verified,FL,4707,51777,Current,6375,FL,6375, 36 months,0.1524,221.75,C,false,Individual,debt_consolidation,Debt consolidation
Sheet Metal Mechanic/Welder,3 years,OWN,46000,Not Verified,NC,2435,12176,Current,15000,NC,15000, 36 months,0.0916,478.12,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Inventory,8 years,MORTGAGE,26000,Not Verified,FL,28342,141710,Current,18775,FL,18775, 36 months,0.1033,608.72998,B,false,Joint App,home_improvement,Home improvement
grocery buyer ,6 years,RENT,35000,Not Verified,MA,3344,40135,Current,8225,MA,8225, 36 months,0.1099,269.23999,B,false,INDIVIDUAL,credit_card,Credit card refinancing
table games dealer,2 years,RENT,42000,Source Verified,CA,2205,41902,Charged Off,10000,CA,10000, 60 months,0.224,278.47,E,false,INDIVIDUAL,credit_card,Credit card refinancing
Director of Business Operations,6 years,MORTGAGE,109000,Source Verified,LA,23124,531846,Current,18000,LA,18000, 60 months,0.1903,467.23001,D,false,Individual,home_improvement,Home improvement
Assistant Director of development,7 years,RENT,39000,Not Verified,TX,4636,88076,Current,10000,TX,10000, 36 months,0.0649,306.45001,A,false,INDIVIDUAL,other,Other
Builder/cook,10+ years,RENT,27000,Verified,WY,3063,21441,Current,18225,WY,18225, 60 months,0.2779,565.15002,F,false,JOINT,debt_consolidation,Debt consolidation
Director of Social services,< 1 year,MORTGAGE,73000,Not Verified,MA,72681,363403,Fully Paid,8700,MA,8700, 36 months,0.1269,291.85001,C,false,Individual,debt_consolidation,Debt consolidation
bookeeper/receptionist,1 year,OWN,33280,Source Verified,GA,3723,33503,Fully Paid,14625,GA,14625, 36 months,0.1541,509.92999,D,false,Individual,credit_card,Credit card refinancing
Executive Director,< 1 year,RENT,125000,Verified,CA,10452,135878,Current,36000,CA,36000, 60 months,0.1602,875.84003,C,false,Joint App,debt_consolidation,Debt consolidation
mechanic,4 years,RENT,36405.289,Source Verified,CA,1031,4122,Fully Paid,6150,CA,6150, 36 months,0.1629,217.10001,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Corporate Buyer,7 years,RENT,68000,Verified,FL,3693,48007,Current,25000,FL,25000, 36 months,0.1999,928.96997,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Executive Sales Underwriter,8 years,RENT,135000,Verified,NJ,9300,120894,Fully Paid,35000,NJ,35000, 36 months,0.1335,1185.2,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Molder operator,6 years,MORTGAGE,55000,Source Verified,WA,11624,197606,Current,10000,WA,10000, 36 months,0.0646,306.31,A,false,Individual,credit_card,Credit card refinancing
Information Systems Analyst,10+ years,MORTGAGE,40000,Not Verified,MO,16917,135338,Fully Paid,7000,MO,7000, 36 months,0.0818,219.94,B,false,Individual,credit_card,Credit card refinancing
Administrative Assistant,10+ years,RENT,41000,Not Verified,NY,609,6090,Current,3200,NY,3200, 36 months,0.0702,98.839996,A,false,Individual,credit_card,Credit card refinancing
Lawn Specialist ,< 1 year,RENT,43000,Verified,VA,1936,30977,Charged Off,8000,VA,8000, 36 months,0.1359,271.84,C,false,Individual,credit_card,Credit card refinancing
Conde Nast Publications,7 years,MORTGAGE,41000,Verified,DE,34556,207335,Charged Off,13225,DE,13225, 60 months,0.1952,346.85999,D,false,INDIVIDUAL,debt_consolidation,Debt Payoff
WAREHOUSE MGR,8 years,MORTGAGE,67000,Verified,FL,13621,149833,Fully Paid,22000,FL,22000, 36 months,0.0726,681.91998,A,false,Individual,debt_consolidation,Debt consolidation
Executive Client Advisor,3 years,MORTGAGE,220000,Source Verified,WA,94476,661332,Current,40000,WA,40000, 36 months,0.0784,1250.51,A,false,Individual,debt_consolidation,Debt consolidation
Teacher,10+ years,MORTGAGE,92000,Not Verified,IL,20876,229632,Current,4000,IL,4000, 36 months,0.1262,134.05,C,false,Individual,home_improvement,Home improvement
Staff nurse,6 years,OWN,60000,Not Verified,VA,30223,241781,Fully Paid,10000,VA,10000, 36 months,0.1229,333.53,C,false,Individual,medical,Medical expenses
Stock Handler Specialist,10+ years,RENT,89000,Source Verified,PA,2363,23629,Fully Paid,8000,PA,8000, 36 months,0.1259,267.98001,C,false,Individual,credit_card,Credit card refinancing
Paralegal,8 years,MORTGAGE,95000,Not Verified,CA,34065,272516,Current,18000,CA,18000, 36 months,0.0532,542.07001,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Cna/Hha,5 years,RENT,35000,Source Verified,NY,2214,13286,Current,10000,NY,10000, 36 months,0.1559,349.54999,C,false,INDIVIDUAL,credit_card,Credit card refinancing
Life Coach,< 1 year,RENT,36500,Source Verified,MO,6017,102292,Current,15000,MO,15000, 60 months,0.1474,354.81,C,false,Joint App,other,Other
master technician,3 years,OWN,65000,Not Verified,WI,2698,35080,Current,30000,WI,30000, 36 months,0.1047,974.65002,B,false,Individual,debt_consolidation,Debt consolidation
Sales and management ,10+ years,MORTGAGE,120000,Source Verified,IL,36878,442540,Fully Paid,6000,IL,6000, 36 months,0.0603,182.62,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Technician,10+ years,MORTGAGE,129000,Source Verified,AZ,13089,91623,Current,21000,AZ,21000, 60 months,0.1308,478.67999,B,false,Individual,debt_consolidation,Debt consolidation
Rocklin Unified School District,10+ years,MORTGAGE,71200,Verified,CA,23246,278954,Fully Paid,31825,CA,31825, 36 months,0.1522,1106.66,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Store Manager,10+ years,MORTGAGE,87000,Verified,TX,16821,168209,Current,9600,TX,9600, 36 months,0.1903,352.04999,D,false,Individual,credit_card,Credit card refinancing
Director of Housing and Residence Ed.,2 years,MORTGAGE,68000,Source Verified,KY,30792,307918,Charged Off,20000,KY,20000, 60 months,0.1431,468.59,C,false,Individual,debt_consolidation,Debt consolidation
Asst Bus Admin/Asst Bd Secty,5 years,MORTGAGE,105000,Source Verified,NJ,5560,127879,Current,30000,NJ,30000, 36 months,0.0784,937.88,A,false,Individual,credit_card,Credit card refinancing
Senior Product Marketing Manager,2 years,MORTGAGE,119130,Source Verified,OH,57621,172863,Current,36000,OH,36000, 60 months,0.0992,763.47998,B,false,Individual,major_purchase,Major purchase
Treassurer,10+ years,MORTGAGE,285000,Source Verified,NC,12652,291005,Current,24000,NC,24000, 36 months,0.1213,798.64001,B,false,Individual,credit_card,Credit card refinancing
maint mgr,10+ years,MORTGAGE,75000,Not Verified,VA,22263,200368,Fully Paid,15000,VA,15000, 36 months,0.0789,469.29001,A,false,Individual,debt_consolidation,Debt consolidation
FINANCE MANAGER,1 year,MORTGAGE,210000,Source Verified,TN,30964,309639,Current,28000,TN,28000, 60 months,0.1446,658.21002,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
retail Supervisor,9 years,RENT,68154,Source Verified,FL,4609,46087,Fully Paid,25000,FL,25000, 36 months,0.0789,782.15002,A,false,Individual,credit_card,Credit card refinancing
Adult Division Supervisor,2 years,MORTGAGE,75480,Source Verified,OR,51514,515138,Fully Paid,8750,OR,8750, 36 months,0.1144,288.29999,B,false,Joint App,debt_consolidation,Debt consolidation
Director,6 years,MORTGAGE,137000,Source Verified,NC,29066,377859,Current,25000,NC,25000, 36 months,0.0603,760.89001,A,false,INDIVIDUAL,credit_card,Credit card refinancing
Account Manager,3 years,OWN,121000,Source Verified,LA,34156,307401,Current,27000,LA,27000, 60 months,0.1398,627.96997,C,false,INDIVIDUAL,credit_card,Credit card refinancing
Medical biller,2 years,RENT,28800,Verified,AR,2772,52662,Current,16000,AR,16000, 60 months,0.1408,372.95999,C,false,Joint App,debt_consolidation,Debt consolidation
rn,10+ years,MORTGAGE,48000,Source Verified,NC,7517,165367,Current,2000,NC,2000, 36 months,0.1602,70.339996,C,false,Individual,credit_card,Credit card refinancing
Senior Network Consultant,1 year,OWN,50000,Not Verified,MS,4669,28015,Fully Paid,10000,MS,10000, 36 months,0.0726,309.97,A,false,Individual,debt_consolidation,Debt consolidation
HR Generalist,6 years,MORTGAGE,80000,Source Verified,MN,12680,215559,Current,28000,MN,28000, 60 months,0.0881,578.65997,A,false,Individual,debt_consolidation,Debt consolidation
Music Director ,10+ years,OWN,64500,Source Verified,PA,10318,72228,Fully Paid,10000,PA,10000, 36 months,0.1602,351.67001,C,false,Individual,debt_consolidation,Debt consolidation
SFH Specialist ,5 years,RENT,55000,Not Verified,NC,20522,102612,Fully Paid,5000,NC,5000, 36 months,0.1333,169.27,C,false,Individual,debt_consolidation,Debt consolidation
Customer Service Rep,9 years,MORTGAGE,51380,Source Verified,MO,11468,126145,Current,10000,MO,10000, 60 months,0.1367,230.98,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
biller,10+ years,MORTGAGE,110000,Verified,AK,21216,381889,Current,13000,AK,13000, 36 months,0.1359,441.73001,C,false,Individual,debt_consolidation,Debt consolidation
Educator,10+ years,MORTGAGE,55000,Not Verified,FL,8217,98602,Current,40000,FL,40000, 60 months,0.1102,870.09998,B,false,Joint App,credit_card,Credit card refinancing
front end,< 1 year,OWN,36000,Source Verified,IL,2326,13958,Charged Off,8525,IL,8525, 36 months,0.1144,280.88,B,false,Individual,debt_consolidation,Debt consolidation
Crane Operator,10+ years,MORTGAGE,175000,Verified,NY,25958,285542,Current,1200,NY,1200, 36 months,0.1599,42.189999,C,false,INDIVIDUAL,other,Other
Administrative Assistant,8 years,MORTGAGE,34000,Source Verified,VA,15505,155052,Current,5450,VA,5450, 36 months,0.1499,188.89999,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Buyer,7 years,MORTGAGE,117000,Source Verified,CA,29334,293337,Fully Paid,10200,CA,10200, 36 months,0.1299,343.63,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Environmental Consultant,1 year,RENT,42000,Source Verified,TX,506,1012,Current,30000,TX,30000, 60 months,0.1407,699.14001,C,false,Individual,debt_consolidation,Debt consolidation
Sales,1 year,OWN,45000,Source Verified,FL,2144,10718,Current,11000,FL,11000, 36 months,0.1144,362.42999,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Assistant Deli Manager,10+ years,MORTGAGE,13000,Not Verified,AZ,76799,307197,Current,12000,AZ,12000, 60 months,0.1356,276.48999,C,false,Joint App,debt_consolidation,Debt consolidation
Owner/Designer,10+ years,MORTGAGE,50000,Not Verified,TX,9312,65184,Current,25000,TX,25000, 60 months,0.0734,499.06,A,false,Joint App,other,Other
Service Manager,2 years,RENT,75000,Source Verified,NC,1561,15607,Charged Off,14975,NC,14975, 60 months,0.1825,382.31,E,false,Individual,debt_consolidation,Debt consolidation
Principal,10+ years,OWN,100000,Verified,WV,5630,50674,Current,30000,WV,30000, 36 months,0.1894,1098.78,D,false,Individual,debt_consolidation,Debt consolidation
Patient Finance,4 years,RENT,43389,Source Verified,DE,2395,21555,Current,12000,DE,12000, 60 months,0.1033,256.92001,B,false,Individual,debt_consolidation,Debt consolidation
Personal Training Director,10+ years,MORTGAGE,65000,Source Verified,WI,23464,164250,Current,27000,WI,27000, 36 months,0.1033,875.40997,B,false,Individual,debt_consolidation,Debt consolidation
